episode,#,question,answer,filename
,4,КОЈА СЛАВНА ПЕВАЧИЦА КРАТКОГ ПСЕУДОНИМА ЈЕ ДОБИЛА ОСКАРА ЗА ГЛАВНУ УЛОГУ У ФИЛМУ „ОПЧИЊЕНА МЕСЕЦОМ“ ИЗ 1987. ГОДИНЕ?,ШЕР,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
,5,"ОД ГРЧКОГ „ПЕЋИНСКИ РОНИЛАЦ“, КОЈА РЕЧ НА СЛОВО „T“ СЕ КОРИСТИ ЗА ПЕЋИНСКОГ ЧОВЕКА, А ФИГУРАТИВНО И ЗА ПРИМИТИВНУ ОСОБУ?",ТРОГЛОДИТ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
,6,КОЈИ ШКОТСКИ КЊИЖЕВНИК ЈЕ НАПИСАО РОМАН „ТРЕЈНСПОТИНГ“ ПО КОМ ЈЕ СНИМЉЕН ИСТОИМЕНИ КУЛТНИ ФИЛМ?,ИРВИН ВЕЛШ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
,7,АТОМИ КОЈА ДВА ЕЛЕМЕНТА У ХЕМИЈСКИМ ЈЕДИЊЕЊИМА ЧИНЕ ХИДРОКСИЛНУ ГРУПУ?,КИСЕОНИКА И ВОДОНИКА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
,8,"КОЈИ КОКТЕЛ ОД ВИСКИЈА, СЛАТКОГ ВЕРМУТА И АНГОСТУРА БИТЕРА НОСИ ИМЕ НАЈГУШЋЕ НАСЕЉЕНЕ ГРАДСКЕ ОБЛАСТИ ЊУЈОРКА?",МЕНХЕТН,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
,9,КОЈИ СЛАВНИ САВРЕМЕНИ ВИОЛИНИСТА И КОМПОЗИТОР ИЗ ХОЛАНДИЈЕ ЈЕ 1987. ГОДИНЕ ОСНОВАО „ОРКЕСТАР ЈОХАН ШТРАУС“?,АНДРЕ РИЈЕ (RIEU),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
,10,"КОЈА ПЕТОСЛОВНА РЕЧ У КОШАРЦИ ОЗНАЧАВА ОКРЕТАЊЕ ОКО СТАЈНЕ НОГЕ С ЛОПТОМ У РУКАМА, А У РУКОМЕТУ ЦЕНТРАЛНОГ ИГРАЧА НАПАДА?",IIMBOT,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.09 Slagalica _ 139. _.mp4
2021.06.10 Slagalica _ 139. _.mp4,,,,
,1,"КОЈОМ РЕЧЈУ НЕМАЧКОГ ПОРЕКЛА ЗОВЕМО ПЕВАЊЕ НА ПОГРЕШАН НАЧИН, ТО ЈЕСТ ВАН ТОНАЛИТЕТА?",ФАЛШ / ФАЛШИРАЊЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,2,"ТАКОЗВАНИ „СПОРАЗУМ НА ВЕЛИКИ ПЕТАК“, ПОТПИСАН 1998. ГОДИНЕ, УНАПРЕДИО ЈЕ ОДНОСЕ ДВА ДЕЛА ТЕРИТОРИЈЕ КОГ ЕВРОПСКОГ ОСТРВА?",ИРСКЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,3,"КАКО СЕ, ОД ГРЧКИХ РЕЧИ ЗА „ДЕТЕ“ И „ЛЕКАРА“, НАЗИВА СПЕЦИЈАЛИСТА КОЈИ СЕ БАВИ ЛЕЧЕЊЕМ ДЕЦЕ И ПРАЋЕЊЕМ ЊИХОВОГ РАЗВОЈА?",ПЕДИЈАТАР,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,4,"НА ДАН НЕЗАВИСНОСТИ САД ЈЕ РОЂЕН РАТНИ ВЕТЕРАН РОН КОРВИК, ЛИК ИЗ ИСТОИМЕНОГ ФИЛМА КОГ ГЛУМИ ТОМ КРУЗ - КОЈИ ЈЕ ТО ДАТУМ?",4. ЈУЛ („РОЂЕН 4. ЈУЛА“),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,5,У КОМ ИТАЛИЈАНСКОМ ГРАДУ КАТЕДРАЛУ САНТА МАРИЈА ДЕЛ ФЈОРЕ КРАСИ ЧУВЕНА КУПОЛА РЕНЕСАНСНОГ АРХИТЕКТЕ ФИЛИПА БРУНЕЛЕСКИЈА?,У ФИРЕНЦИ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,6,КОЈИ РОМАН ДОСТОЈЕВСКОГ ПОЧИЊЕ ИСКРАДАЊЕМ НЕРВОЗНОГ РАСКОЉНИКОВА ИЗ ЊЕГОВОГ СОБИЧКА НА СПАРНЕ УЛИЦЕ ПЕТРОГРАДА?,ЗЛОЧИН И КАЗНА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,7,КОЈИ СИНОНИМ ЗА ПАСТУ ЗА ЗУБЕ ЈЕ УЈЕДНО НАЗИВ ИГРЕ У КОЈОЈ ПОСЛЕДЊА ДВА СЛОВА У РЕЧИ ПОСТАЈУ ПРВА ДВА СЛОВА НОВЕ РЕЧИ?,КАЛОДОНТ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,8,КОЈИ ПРЕДСЕДНИК ЕВРОПСКЕ ЦЕНТРАЛНЕ БАНКЕ ОД 2011. ДО 2019. ЈЕ ФЕБРУАРА 2021. ГОДИНЕ ПОСТАО ПРЕМИЈЕР ИТАЛИЈЕ?,МАРИО ДРАГИ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,9,"КОЈИ ГЛАВНИ ГРАД ЈЕДНЕ ОД ДРЖАВА БИВШЕ СФРЈ ИМА ОПШТИНЕ ЦЕНТАР, ГАЗИ БАБА, АЕРОДРОМ, ЧАИР, КИСЕЛА ВОДА И САРАЈ?",СКОПЉЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
,10,"РЕЧ „СЕКРЕТАРИЈАТ“ У СПОРТУ ПРЕДСТАВЉА ИМЕ ЧУВЕНОГ ГОЛФ ТЕРЕНА, ТУРНИРА У СНУКЕРУ ИЛИ ТРКАЧКОГ КОЊА?",ТРКАЧКОГ КОЊА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.10 Slagalica _ 139. _.mp4
2021.06.11 Slagalica _ 139. _.mp4,,,,
,1,КОЈИ ЈЕ НАЈМНОГОЉУДНИЈИ СРПСКИ ГРАД СЕВЕРНО ОД НОВОГ САДА?,СУБОТИЦА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,2,КОЈИМ ТУРЦИЗМОМ НА СЛОВО „Ч“ СЕ НАЗИВАО СЕОСКИ ПОСЕД НА СПАХИЈИНОМ ИМАЊУ КОЈИ ЈЕ ИМАО ПОСЕБНОГ ГОСПОДАРА-САХИБИЈУ?,ЧИТЛУК/ЧИФЛУК,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,3,СУПРУЖНИЦИ ПЕРОН И СУПРУЖНИЦИ КИРХНЕР СЛУЖИЛИ СУ КАО ПРЕДСЕДНИЦИ КОЈЕ ЛАТИНОАМЕРИЧКЕ ДРЖАВЕ?,АРГЕНТИНЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,4,"КАКО СЕ ЗОВЕ ПОБЕДНИЦА ЈЕДИНОГ КОМПЛЕТИРАНОГ СЕРИЈАЛА ЕМИСИЈЕ „ИДОЛ“ У НАШОЈ ВЕРЗИЈИ, ПОЗНАТА И ПО ПЕСМИ „НИСАМ ИСТА“?",ЦВЕТА МАЈТАНОВИЋ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,5,"КОЈИ ТУРЦИЗАМ ЗА „НЕЖЕЊУ“ СЕ НАЛАЗИ У НАЗИВУ ШАЉИВЕ ВОЈВОЂАНСКЕ ПЕСМЕ, КОЛА КОЈЕ СЕ УЗ ЊУ ИГРА, КАО И ВРСТЕ ПАПРИКАША?","БЕЋАР (БЕЋАРАЦ, БЕЋАР ПАПРИКАШ)",E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,6,У КОМ ДОМАЋЕМ ФИЛМУ ИЗ 1982. ГОДИНЕ СЕ МОЖЕ ВИДЕТИ ИНСЕРТ ИЗ ЧЕШКОГ ФИЛМА „ЕКСТАЗА“ С ЧУВЕНОМ ХЕДИ ЛАМАР У ГЛАВНОЈ УЛОЗИ?,МАРАТОНЦИ ТРЧЕ ПОЧАСНИ КРУГ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,7,"ОД ГРЧКОГ „НАТПИС“, КАКО СЕ НАЗИВА КРАТКА ДУХОВИТА ПЕСМА, КАКВИХ ЈЕ ВИШЕ ОД 1500 НАПИСАО РИМСКИ ПЕСНИК МАРЦИЈАЛ?",ЕПИГРАМ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,8,"АЛБЕР ЛАМОРИС, РЕЖИСЕР ЦЕЊЕНОГ КРАТКОГ ФИЛМА „ЦРВЕНИ БАЛОН“, ТАКОЂЕ ЈЕ ИЗУМИТЕЉ КОЈЕ ДРУШТВЕНЕ ИГРЕ ОСВАЈАЊА СВЕТА?",РИЗИКО,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,9,"ИЉА ЧАВЧАВАДЗЕ, ПРАВНИК, ПИСАЦ И ВОЂА НАЦИОНАЛНОГ ПОКРЕТА, СМАТРА СЕ „НАЈВОЉЕНИЈИМ ХЕРОЈЕМ“ КОЈЕ ДАНАШЊЕ ДРЖАВЕ?",ГРУЗИЈЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
,10,"КОЈИ ФУДБАЛСКИ КЛУБ, УПРКОС ИМЕНУ, СТАДИОН ИМА У ИСТОЧНОМ ЛОНДОНУ, А НАДИМАК ЊЕГОВИХ ИГРАЧА И НАВИЈАЧА ЈЕ „ЧЕКИЋАРИ“?",ВЕСТ ХЕМ (ЈУНАЈТЕД),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.11 Slagalica _ 139. _.mp4
2021.06.12 Slagalica _ 139. _.mp4,,,,
,1,"КОЈОМ РЕЧЈУ ФРАНЦУСКОГ ПОРЕКЛА ЗОВЕМО УВЕЛИЧАВАЈУЋЕ СТАКЛО, ОБИЧНО УГРАЂЕНО У ОКВИР С ДРШКОМ?",ЛУПА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,2,КАКО СЕ ЗОВЕ НАЈСЕВЕРНИЈА ОПШТИНА ЦРНЕ ГОРЕ И УЈЕДНО ЈЕДИНА КОЈА СЕ ГРАНИЧИ И СА СРБИЈОМ И С БОСНОМ И ХЕРЦЕГОВИНОМ?,ПЉЕВЉА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,3,КОЈИ ТУРСКИ НОБЕЛОВАЦ ЈЕ АУТОР РОМАНА „ЗОВЕМ СЕ ЦРВЕНО“?,ОРХАН ПАМУК,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,4,КАКО СЕ У СРПСКОМ ПРЕВОДУ ЗОВУ ТРИ СЕСТРИЋА ЦРТАНОГ ЈУНАКА ПАЈЕ ПАТКА?,"РАЈА, ГАЈА И ВЛАЈА",E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,5,"КОЈИ НЕДАВНО ПРЕМИНУЛИ КОМПОЗИТОР ЈЕ АУТОР МУЗИКЕ ЗА ТВ СЕРИЈЕ „ВРУЋ ВЕТАР“, „СИВИ ДОМ“ И „БЕЛА ЛАЂА“?",ВОЈИСЛАВ ВОЈКАН БОРИСАВЉЕВИЋ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,6,КОЈА НАФТОМ БОГАТА ЗЕМЉА ЈУЖНЕ АМЕРИКЕ ЈЕ 2018. ГОДИНЕ ПОКУШАЛА ДА СТАБИЛИЗУЈЕ ЕКОНОМИЈУ УВОЂЕЊЕМ КРИПТОВАЛУТЕ „ПЕТРО“?,ВЕНЕЦУЕЛА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,7,"ДОК ЈЕ ГРКЉАН „ГАКУМХ“, КОЈИ ПРОСТОР ИЗНАД ГРКЉАНА И ЈЕДЊАКА ИЗА УСНЕ ДУПЉЕ ИМА ЛАТИНСКИ НАЗИВ „РНАКУМХ“?",ЖДРЕЛО,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,8,"НЕТФЛИКСОВА СЕРИЈА “RATCHED” ПРИКАЗУЈЕ ЖИВОТ ГЛАВНЕ МЕДИЦИНСКЕ СЕСТРЕ ИЗ КОГ ФИЛМА СНИМЉЕНОГ 1975. ГОДИНЕ, НАГРАЂЕНОГ С ПЕТ ОСКАРА?",ЛЕТ ИЗНАД КУКАВИЧЈЕГ ГНЕЗДА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,9,КАКО СЕ ЗВАО СРПСКИ ПАТРИЈАРХ ЗА ВРЕМЕ ДРУГОГ СВЕТСКОГ РАТА?,"ГАВРИЛО (ПЕТИ, РОЂ. ЂОРЂЕ ДОЖИЋ)",E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
,10,"КОЈЕ ЈЕ ЗАЈЕДНИЧКО ПРЕЗИМЕ КОШАРКАША БЕНА И РАШИДА, ЧЛАНОВА ПРВЕ ПЕТОРКЕ ШАМПИОНСКОГ ТИМА ДЕТРОИТ ПИСТОНСА ИЗ 2004. ГОДИНЕ?",ВОЛАС/ВАЛАС (МАЦАСЕ),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.12 Slagalica _ 139. _.mp4
2021.06.13 Slagalica _ 139. _.mp4,,,,
,1,"БРАНИМИР ЏОНИ ШТУЛИЋ ПРОСЛАВИО СЕ КАО ОСНИВАЧ, ПЕВАЧ И ГИТАРИСТА КОЈЕ НОВОТАЛАСНЕ РОК ГРУПЕ?",АЗРА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,2,"КОЈИ ЛЕГЕНДАРНИ ЕНГЛЕСКИ ОДМЕТНИК КРАДЕ ОД БОГАТИХ И ДАЈЕ СИРОМАШНИМА, БОРЕЋИ СЕ ПРОТИВ ШЕРИФА ОД НОТИНГЕМА?",РОБИН ХУД,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,3,КО ЈЕ АУТОР ЧУВЕНОГ ФИЛОЗОФСКОГ ДЕЛА „ТАКО ЈЕ ГОВОРИО ЗАРАТУСТРА“?,ФРИДРИХ НИЧЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,4,КОЈИ СОВЈЕТСКИ БАЛЕТАН ТАТАРСКОГ ПОРЕКЛА ЈЕ С МАРГО ФОНТЕЈН ЧИНИО НАЈСЛАВНИЈИ БАЛЕТСКИ ПАР ЊИХОВОГ ВРЕМЕНА?,РУДОЛФ НУРЕЈЕВ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,5,"ПОЛИТИЧКА, ЕКОНОМСКА И КУЛТУРНА ОРГАНИЗАЦИЈА “ASEAN” ОБУХВАТА ЗЕМЉЕ КОГ ДЕЛА СВЕТА, САДРЖАНОГ У ТРИ СРЕДИШЊА СЛОВА АКРОНИМА?",ЈУГОИСТОЧНЕ АЗИЈЕ (ASSOCIATION OF SOUTHEAST ASIAN NATIONS),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,6,"У КОМ ДОМАЋЕМ ФИЛМУ ЛИК РАДМИЛЕ САВИЋЕВИЋ НА ПРЕПОЗНАВАЊУ УБИЦЕ КАЖЕ ПОЛИЦИЈИ: „МА, НЕ ЊЕГА, ТО ЈЕ ПЕРА ЦВЕЋАР“?",ДАВИТЕЉ ПРОТИВ ДАВИТЕЉА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,7,"ИТАЛИЈАНСКИ „КЕГЛЕВИЧ“, ШВЕДСКИ „АБСОЛУТ“ И ФИНСКА ,„ФИНЛАНДИЈА“ СУ БРЕНДОВИ КОГ АЛКОХОЛНОГ ПИЋА?",ВОТКЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,8,"КАКО СЕ, ПО РАСИ ПСА, ЗВАО БРОД КОЈИМ ЈЕ ЧАРЛС ДАРВИН ОПЛОВИО СВЕТ?",БИГЛ (HMS BEAGLE),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,9,"ДОК ЈЕ ЦРНОГОРСКИ ПЕТРОВАЦ НА МОРУ, НА КОЈОЈ РЕЦИ СЕ НАЛАЗИ СРПСКИ ГРАД ПЕТРОВАЦ?",НА МЛАВИ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
,10,У КОМ СПОРТУ СУ БАНАЋАНИ СНЕЖАНА ПАНТИЋ (РОЂ. ПЕРИЋ) И СЛОБОДАН БИТЕВИЋ БИЛИ СВЕТСКИ ПРВАЦИ У ДИСЦИПЛИНИ КУМИТЕ?,У КАРАТЕУ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.13 Slagalica _ 139. _.mp4
2021.06.14 Slagalica _ 139. _.mp4,,,,
,1,"ДРАГАНА РАЈБЛОВИЋ ЈЕ ПРВА ЖЕНА ИЗ СРБИЈЕ КОЈА СЕ ПОПЕЛА НА КОЈИ ПЛАНИНСКИ ВРХ, НАЈВИШИ НА ПЛАНЕТИ ЗЕМЉИ?",МОНТ ЕВЕРЕСТ / ЏОМОЛУНГМА / САГАРМАТА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,2,ШТА У КОНТЕКСТУ ПСЕУДОНАУКЕ УФОЛОГИЈЕ ЗНАЧИ СРПСКА СКРАЋЕНИЦА „НЛО“ ?,НЕИДЕНТИФИКОВАНИ ЛЕТЕЋИ ОБЈЕКАТ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,3,КОЈА ЈЕДИНИЦА ЗА ЕНЕРГИЈУ СЕ ДЕФИНИШЕ КАО ТОПЛОТА ПОТРЕБНА ДА СЕ ЈЕДАН ГРАМ ВОДЕ ЗАГРЕЈЕ ЗА ЈЕДАН СТЕПЕН ЦЕЛЗИЈУСА?,КАЛОРИЈА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,4,КОЈА РЕЧ ЗА ОСОБУ КОЈА УПРАВЉА ВРСТОМ МАЊЕГ ПЛОВИЛА ПРЕДСТАВЉА НАСЛОВ ПОЗНАТЕ ПЕСМЕ ГРУПЕ ГАРАВИ СОКАК ИЗ 1989. ГОДИНЕ?,СКЕЛЕЏИЈА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,5,"КАКО СЕ НЕКАДА, НА СЛОВО „Д“, НАЗИВАО СЛУЖБЕНИ ПРЕВОДИЛАЦ У ЗЕМЉАМА ГДЕ СЕ ГОВОРИО АРАПСКИ, ТУРСКИ ИЛИ ПЕРСИЈСКИ?",ДРАГОМАН,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,6,У КОМ ФИЛМУ ИЗ 1981. ГОДИНЕ С МИКИЈЕМ МАНОЈЛОВИЋЕМ У УЛОЗИ ДИ-ЏЕЈА ГЛУМЕ НАРОДНИ ПЕВАЧИ МИРОСЛАВ ИЛИЋ И ШАБАН ШАУЛИЋ?,СОК ОДШЉИВА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,7,"СОВЈЕТСКИ ПИСАЦ АЛЕКСЕЈ, АУТОР РОМАНА „ПЕТАР ПРВИ“ И ТРИЛОГИЈЕ „ХОД ПО МУКАМА“, ПРЕЗИВАО СЕ ПУШКИН, ТОЛСТОЈ ИЛИ ДОСТОЈЕВСКИ?",ТОЛСТОЈ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,8,У КОЈОЈ САВЕЗНОЈ ДРЖАВИ САД СЕ НАЛАЗИЛО СЕДИШТЕ НЕКАДАШЊЕ АВИОКОМПАНИЈЕ „АЛОХА ЕРЛАЈНС“?,НА ХАВАЈИМА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,9,"КОЈА ТЕХНИКА УПРАВЉАЊА РАДНИМ ВРЕМЕНОМ ЈЕ НАЗВАНА ИТАЛИЈАНСКОМ РЕЧЈУ ЗА ПАРАДАЈЗ, ПО ОБЛИКУ МЕРАЧА ВРЕМЕНА ЊЕНОГ ТВОРЦА?",ПОМОДОРО (ТЕХНИКА),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
,10,КОЈИ ФУДБАЛСКИ ТРЕНЕР И ОД 2021. СЕЛЕКТОР СРБИЈЕ ЈЕ ЗА ВРЕМЕ АНГАЖМАНА У НАГОЈИ ДАО ГОЛ ЦИПЕЛОМ ИЗ ВОЛЕЈА С КЛУПЕ?,ДРАГАН СТОЈКОВИЋ (ПИКСИ),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.14 Slagalica _ 139. _.mp4
2021.06.15 Slagalica _ 139. _.mp4,,,,
,1,"ПО УГЛЕДУ НА ГРЧКУ МИТОЛОГИЈУ, ОД КОЛИКО СЕ КРАТКИХ ПРИЧА САСТОЈИ ЗБИРКА АГАТЕ КРИСТИ О ХЕРКУЛУ ПОАРОУ „ХЕРКУЛОВИ ЗАДАЦИ“?",ДВАНАЕСТ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,2,КОЈИ ПРИМОРСКИ ГРАД ПОЗНАТ ПО ВАЖНОМ МУЗИЧКОМ ФЕСТИВАЛУ У СФРЈ ЈЕ НАЗВАН РЕЧЈУ ЛАТИНСКОГ ПОРЕКЛА ЗА КАТОЛИЧКИ САМОСТАН?,ОПАТИЈА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,3,КОЈА ГЛУМИЦА СРПСКОГ ИМЕНА И ПРЕЗИМЕНА ИГРА ГЛАВНУ ЖЕНСКУ УЛОГУ ДЕТЕКТИВКЕ КЕЈТ БЕКЕТ У АМЕРИЧКОЈ СЕРИЈИ „КАСЛ“ (“CASTLE”)??,СТАНА КАТИЋ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,4,"КАКО СЕ ЗОВЕ ПРЕТПОСЛЕДЊЕ СЛОВО ГРЧКОГ АЛФАБЕТА, МЕЂУНАРОДНИ СИМБОЛ НАУЧНИХ ДИСЦИПЛИНА КОЈЕ СЕ БАВЕ ПСИХОМГ?",ПСИ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,5,"„ЧЕТИРИ УГЛА“ ЈЕ НАЗИВ ЧЕТВОРОМЕЂЕ КОЈУ ПОД ПРАВИМ УГЛОМ ДЕЛЕ ЈУТА, АРИЗОНА, КОЛОРАДО И КОЈА ЈОШ САВЕЗНА ДРЖАВА САД?",ЊУ МЕКСИКО / НОВИ МЕКСИКО,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,6,"КАКО СЕ ЗВАЛА ПОСЛЕДЊА ЈУГОСЛОВЕНСКА КРАЉИЦА, СУПРУГА КРАЉА ПЕТРА КАРАЂОРЂЕВИЋА И РАНИЈЕ ПРИНЦЕЗА ОД ГРЧКЕ И ДАНСКЕ?",АЛЕКСАНДРА (КАРАЂОРЂЕВИЋ),E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,7,КОЈА ДЕВЕТОСЛОВНА РЕЧ НА СЛОВО „M“ ОЗНАЧАВА ПРИЛАГОЂАВАЊЕ ЖИВОТИЊА НЕПОСРЕДНОЈ ЖИВОТНОЈ СРЕДИНИ ПО БОЈИ И ИЗГЛЕДУ?,МИМИКРИЈА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,8,КОЈОЈ ДРЖАВИ ПРИПАДАЈУ НАСЛОВНА ОСТРВА СА СЛИКА „УКРЦАВАЊЕ ЗА КИТЕРУ“ ЖАН АНТОАНА ВАТОА И „ПОКОЉНА ХИОСУ“ ЕЖЕНА ДЕЛАКРОА?,ГРЧКОЈ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,9,"ИАКО ЈЕ И САМ РЕЖИРАО, СВЕН НИКВИСТ ЈЕ НАЈПОЗНАТИЈИ КАО ДИРЕКТОР ФОТОГРАФИЈЕ МНОГИХ ФИЛМОВА КОГ ВЕЛИКОГ ШВЕДСКОГ РЕЖИСЕРА?",ИНГМАРА БЕРГМАНА,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
,10,"КАКО СЕ ПРЕЗИВА БИВШИ ФУДБАЛЕР ПАРТИЗАНА КОМ ЈЕ ПРЕДРАГ СТРАЈНИЋ У ПРЕНОСУ ВИКАО „АЈМО, МИЛИВОЈЕ“ ДОК ЈЕ ДАВАО ГОЛ ОДЛУКЕ ЗА ПЛАСМАН У ЛШ?",ЋИРКОВИЋ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.15 Slagalica _ 139. _.mp4
2021.06.16 Slagalica _ 139. _.mp4,,,,
,1,ТЕКСТ КОЈЕ МУЗИЧКЕ КОМПОЗИЦИЈЕ СЕ НАКОН ИЗГОВОРЕНОГ НАСЛОВА НАСТАВЉА РЕЧИМА „ТИ ШТО СПАСЕ ОД ПРОПАСТИ ДОСАД НАС“?,БОЖЕ ПРАВДЕ,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.16 Slagalica _ 139. _.mp4
,2,КОЈА ГЛУМИЦА ИЗВОДИ ПОЗНАТУ СЦЕНУ С МАЧКОМ У ФИЛМУ ДУШАНА МАКАВЕЈЕВА „ЉУБАВНИ СЛУЧАЈ ИЛИ ТРАГЕДИЈА СЛУЖБЕНИЦЕ ПТТ“?,ЕВА РАС,E:\Slagalica\Slagalica-1080p-sve\batch6\2021.06.16 Slagalica _ 139. _.mp4
