episode,#,question,answer,filename
,8,"КОЈИ ИНСТРУМЕНТ, НА ЕНГЛЕСКОМ ПОЗНАТ КАО ЈЕВРЕЈСКА ХАРФА, СВИРА МЛАЋИ МУЗИКАНТ У ФИЛМУ „КО ТО ТАМО ПЕВА“?",ДРОМБУЉЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.08 Slagalica.mp4
,9,"СОЈИ ШВЕЂАНИН ЈЕ ЈЕДИНИ СТОНОТЕНИСЕ! КОЈИ НИЈЕ ИЗ АЗИЈЕ, А ОСВОЈИО ЈЕ ЗЛАТНУ ОЛИМПИЈСКУ МЕДАЉУ?",ЈАН-ОВЕ ВАЛДНЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.08 Slagalica.mp4
2019.05.09 Slagalica.mp4,,,,
,1,КАКО СЕ ЈЕДНОМ РЕЧЈУ ЗОВЕ ЈАПАНСКА УМЕТНОСТ УРЕЂИВАЊА ЦВЕЋА?,ИКЕБАНА /КАДО/,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,2,КОЛИКО ЈЕ СРЕБРЊАКА ПРЕМА БИБЛИЈИ ЈУДА ИСКАРИОТСКИ ДОБИО ДА БИ ПОЉУПЦЕМ ОТКРИО ИСУСОВ ИДЕНТИТЕТ?,ТРИДЕСЕТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,3,ВУК ИСАКОВИЧ ЈЕ ГЛАВНИ ЈУНАК КОГ ЗНАЧАЈНОГ РОМАНА СРПСКЕ КЊИЖЕВНОСТИ?,СЕОБЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,4,ФОНДИ – РАСТОПЉЕНИ СИР У КОЈИ СЕ УМАЧУ ПАРЧИЋИ ХЛЕБА – НАЦИОНАЛНО ЈЕ ЈЕЛО КОЈЕ ДРЖАВЕ?,ШВАЈЦАРСКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,5,КО ЈЕ С БЕНДОМ КЉУНОВИ ИЗДАО АЛБУМ „ПЛАГИЈАТИ И ОБРАДЕ“?,ПРЉАВИ ИНСПЕКТОР БЛАЖА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,6,КОЈОЈ ЕВРОПСКОЈ ДРЖАВИ ЈЕ ФИЛМ „ФАЛСИФИКАТОРИ“ ДОНЕО ОСКАРА ЗА НАЈБОЉИ СТРАНИ ФИЛМ 2007. ГОДИНЕ?,АУСТРИЈИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,7,КАКО СЕ ЗВАО ПРВИ СРПСКИ ПИЛОТ КОЈИ ЈЕ ИЗГУБИО ЖИВОТ НА БОРБЕНОМ ЗАДАТКУ 1913. ГОДИНЕ У ОПСАДИ СКАДРА?,МИХАЈЛО ПЕТРОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,8,"КОЈА РЕКА ПОВЕЗУЈЕ РАЈНУ И ДУНАВ, ЧИМЕ ЈЕ ОМОГУЋЕН ПЛОВНИ ПУТ ОД СЕВЕРНОГ ДО ЦРНОГ МОРА?",МАЈНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,9,"ТАНДЕМ ЖАК ХЕРЦОГ И ПЈЕР ДЕ МЕРОН ПРОСЛАВИО СЕ У ОБЛАСТИ АРХИТЕКТУРЕ, МОДЕ ИЛИ ЕЛЕКТРОНСКЕ МУЗИКЕ?",АРХИТЕКТУРЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
,10,С КОЈИМ НБА ТИМОМ ЈЕ ПЕЂА СТОЈАКОВИЋ ОСВОЈИО ШАМПИОНСКИ ПРСТЕН 2011. ГОДИНЕ?,ДАЛАС МАВЕРИКС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.09 Slagalica.mp4
2019.05.10 Slagalica.mp4,,,,
,1,"НА КОМ КОНТИНЕНТУ СЕ МЕЂУ НАЈВЕЋИМ ЈЕЗЕРИМА НАЛАЗЕ ВИКТОРИЈИНО, АЛБЕРТОВО И ЕДВАРДОВО ЈЕЗЕРО?",У АФРИЦИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,2,"КОЈИ ИТАЛИЈАНСКИ КЊИЖЕВНИК ЈЕ НАКОН СЛАВНОГ ПРВЕНЦА ИЗ 1980. ГОДИНЕ ИЗДАС РОМАН ,„ФУКООВО КЛАТНО“?",УМБЕРТО ЕКО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,3,"У СЛУЧАЈУ МОНОПОЛА ПОСТОЈИ САМО ЈЕДАН ПРОДАВАЦ НА ТРЖИШТУ, А КАКО СЕ ЗОВЕ СЛУЧАЈ КАДА ЈЕ САМО ЈЕДАН КУПАЦ?",MOHOTICOH,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,4,"КОЈА ГЛУМИЦА ЈЕ ДОБИЛА ОСКАРА ЗА ""УУМАЧЕЊЕ УЛОГЕ БАЛЕРИНЕ У ФИЛМУ „ЦРН! ЛАБУД“?",НАТАЛИ ПОРТМАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,5,САКО СЕ ЗВАО СТАРОГРЧКИ ДРЖАВНИК ИЗ 5 ВЕКА ПРЕ Н. Е. У ЧИЈЕ ВРЕМЕ ЈЕ АТИНА ДОСТИГЛА ВРХУНАЦ СВОЈЕ МОЋИ?,ПЕРИКЛЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,6,СОЈУ РЕЧ ЈАПАНСКОГ ПОРЕКЛА КОРИСТИМС ЗА ЛАКУ АЗИЈСКУ ДВОКОЛИЦУ КОЈУ ВУЧЕ ЧОВЕК?,РИКША,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,7,"КАКО СЕ ЗОВЕ СВЕТАЦ ЗАШТИТНИК ИРСКЕ, КОЈИ СЕ СЛАВИ СВАКОГ 17. МАРТА?",(СВЕТИ) ПАТРИК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,8,У КОЈИМ КРВНИМ ЗРНЦИМА СЕ КОД КИЧМЕЊАКА НАЛАЗИ ХЕМОГЛОБИН?,У ЦРВЕНИМ / ЕРИТРОЦИТИМА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,9,"ИЗ КОЈЕ ЗЕМЉЕ ПОТИЧУ МУЗИЧКЕ ГРУПЕ СНЕП, СКОРПИОНС И БОНИ EM?",ИЗ НЕМАЧКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
,10,КОЈИ ВАТЕРПОЛИСТА ЈЕ КАО КАПИТЕН ПРЕДВОДИО РЕПРЕЗЕНТАЦИЈУ СРБИЈЕ ДО ОЛИМПИЈСКОГ ЗЛАТА У РИЈУ 2016. ГОДИНЕ?,ЖИВКО ГОЦИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.10 Slagalica.mp4
2019.05.11 Slagalica.mp4,,,,
,1,"КАКО СЕ НА СЛОВО „П“ НАЗИВА ПРОДАВНИЦА ДУГМАДИ И ДРУГЕ ""АЛАНТЕРИЈСКЕ РОБЕ, КАО И САМА ТА РОБА?",ПОЗАМАНТЕРИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,2,"КАКО СЕ ЗВАО ВОЈНИ САВЕЗ РУСИЈЕ, ФРАНЦУСКЕ И ВЕЛИКЕ БРИТАНИЈЕ ТОКОМ СВЕТСКОГ РАТА?",(ТРОЈНА) АНТАНТА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,3,СОЈА ШПАНСКА АУТОНОМНА ЗАЈЕДНИЦА С! НА ЈЕЗИКУ СВОГ ВЕЋИНСКОГ СТАНОВНИШТВА ЗОВЕ ЕУСКАДИ?,БАСКИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,4,"ХАГИС - СПЕЦИЈАЛИТЕТ ОД ОВЧИЈИХ ИЗНУТРИЦА - ПРЕДСТАВЉА НАЦИОНАЛНО ЈЕЛО ШКОТСКЕ, ЈАПАНА ИЛИ ПЕРУА?",ШКОТСКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,5,МОЈИ ХОЛИВУДСКИ У МАЦ ЈЕ ДОБИО ОСКАРЕ ЗА РЕЖИЈУ ФИЛМОВА „НЕОПРОСТИВО“ И „ДЕВОЈКА ОД МИЛИОН ДОЛАРА“?,КЛИНТ ИСТВУД,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,6,КОЈА ЖИВОТИЊА ИЗ РЕДА ПАПКАРА ПРЕДСТАВЉА СИМБОЛ СРЕМА И НАЛАЗИ СЕ НА ЊЕГОВОМ ГРБУ?,ЈЕЛЕН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,7,КАКО СЕ ПРЕМА ХРИШЋАНСКОЈ СИЈЕРАРХИЈИ НАЗИВАЈУ АНЂЕЛИ НАЈВИШЕ РЕДА И НАЈБЛИЖИ БОГУ?,СЕРАФИМИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,8,ПО КОМ МЕСТУ У БОСАНСКОЈ КРАЈИНИ СЕ НАЗИВА ПОЗНАТО ГЛУВО КОЛО У КОМЕ СЕ РИТАМ ДАЈЕ УДАРЦИМА СТОПАЛА О ТЛО?,ЛО ГЛАМОЧУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,9,КОЈИ НАШ ПИСАЦ ЈЕ АУТОР ПРИПОВЕТКЕ „МОСТ НА ЖЕПИ“?,ИВО АНДРИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
,10,"КОЈИ СРПСКИ ТЕНИСЕР ЈЕ ФЕБРУАРА 2019. ""ОДИНЕ У РИО ДЕ ЖАНЕИРУ ОСВОЈИО СВОЈ"" ПРВУ АТП ТИТУЛУ?",ЛАСЛОЋЂЕРЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.11 Slagalica.mp4
2019.05.12 Slagalica.mp4,,,,
,1,ЈА КОМ КОНТИНЕНТУ МЕДВЕД ГРИЗЛИ ЖИВ! У ПРИРОДНОМ ОКРУЖЕЊУ?,У СЕВЕРНОЈ АМЕРИЦИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,2,"КАКО СЕ ЗОВЕ НАЈСТАРИЈЕ ПОЗНАТО СЛОВЕНСКО ПИСМО, ЧИЈЕ СЕ СТВАРАЊЕ ПРИПИСУЈЕ ЋИРИЛУ?",ГЛАГОЉИЦА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,3,У КОЈОЈ ДАНАШЊОЈ ДРЖАВИ ЈЕ НАСТАЛА ОПЕРА КАО МУЗИЧКО-СЦЕНСКА ФОРМА?,У ИТАЛИЈИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,4,ПОД КОЈИМ ФАБРИЧКИМ ИМЕНОМ ЈЕ ПОЗНАТ ПЛАСТИЧНИ ДИСК КОЈИ СЛУЖИ ЗА ДОБАЦИВАЊЕ?,ФРИЗБИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,5,КОЈИ ФИЛМ СА ВИГОМ МОРТЕНСЕНОМ И МАХЕРШАЛОМ АЛИЈЕМ ЈЕ ДОБИО ОСКАРА 3; НАЈБОЉИ ФИЛМ 2018. ГОДИНЕ?,ЗЕЛЕНА КЊИГА (СВЕЕМ ВООК),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,6,"ПОД КОЈИМ ЗАЈЕДНИЧКИМ НАЗИВОМ СУ ЛОЗНАТИ ЕЛЕМЕНТИ ХЕЛИЈУМ, НЕОН, АРГОН КРИПТОН, КСЕНОН И РАДОН?",ПЛЕМЕНИТИ ГАСОВИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,7,КОЈИ РУСКИ НОБЕЛОВАЦ ЈЕ НАПИСАО ДЕЛС „ЈЕДАН ДАН ИВАНА ДЕНИСОВИЧА“?,АЛЕКСАНДАР СОЛЖЕЊИЦИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,8,КОЈИ ПЛАНИНСКИ ВЕНАЦ ЧИНИ ПРИРОДНУ ГРАНИЦУ ИЗМЕЂУ ФРАНЦУСКЕ И ШПАНИЈЕ?,ПИРИНЕЈИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,9,КОЈИ НЕДАВНО ПРЕМИНУЛИ ПЕВАЧ НАРОДНЕ МУЗИКЕ ЈЕ ИЗВОДИО ПЕСМУ „С НАМЕРОМ ДОЂОХ У ВЕЛИКИ ГРАД“?,ШАБАН ШАУЛИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
,10,КОЈИ МУШКИ КОШАРКАШКИ КЛУБ ИМА НАЈВИШЕ ТИТУЛА ПРВАКА ЕВРОПЕ?,РЕАЛ МАДРИД,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.12 Slagalica.mp4
2019.05.13 Slagalica.mp4,,,,
2019.05.14 Slagalica.mp4,,,,
,1,"ГИХО БРАХЕ И ОЛЕ РЕМЕР БИЛИ СУ ПОЗНАТУ АСТРОНОМИ ИЗ НЕМАЧКЕ, ХОЛАНДИЈЕ ИЛИ ДАНСКЕ?",ИЗ ДАНСКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,2,САКО СЕ ЗОВЕ ВЕЛИКА РЕКА КОЈА У ДУЖИНИ ОД ОКО 2000 КМ ЧИНИ ГРАНИЦУ МЕКСИКА У САД?,РИО ГРАНДЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,3,"СЕРГЕЈ ДЈАГИЉЕВ ЈЕ 1909. ГОДИНЕ ОСНОВАО ПОЗНАТИ „РУСКИ ЦИРКУС“, „РУСКИ БАЛЕТ“ ИЛИ „РУСКИ БИОСКОП“?",РУСКИ БАЛЕТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,4,КОЈИ ГЛУМАЦ ЈЕ ИГРАО КНЕЗА ЛАЗАРА У ФИЛМУ „БОЈ НА КОСОВУ“ ЗДРАВКА ШОТРЕ?,МИЛОШ ЖУТИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,5,КОЈА ПЕСМА РИБЉЕ ЧОРБЕ ДЕЛИ ИМЕ С ЧУВЕНИМ РЕМАРКОВИМ РОМАНОМ ИЗ 1929. ГОДИНЕ?,НА ЗАПАДУ НИШТА НОВО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,6,КОЈЕ ЈЕ БОЈЕ „МАЛА ХАЉИНА“ ЛАНСИРАНА ОД СТРАНЕ КОКО ШАНЕЛ ДВАДЕСЕТИХ ГОДИНА ПРОШЛОГ ВЕКА?,ЦРНЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,7,"КО ЈЕ ОД 1910. ДО 1918. ГОДИНЕ, ЈЕДИНИ У ИСТОРИЈИ, НОСИО ТИТУЛУ КРАЉА ЦРНЕ ГОРЕ?",НИКОЛА (! ПЕТРОВИЋ ЊЕГОШ),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,8,КОЈИ РОД МУВА ИЗ ТРОПСКЕ АФРИКЕ УЈЕДОМ ПРИМАРНО ПРЕНОСИ БОЛЕСТ СПАВАЊА?,ЦЕЦЕ МУВА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,9,КОЈИ ЈЕ НАЈВЕЋИ БРОЈ ЗВЕЗДИЦА КОЈИ РЕСТОРАН МОЖЕ ДОБИТИ У МИШЛЕНОВОМ ВОДИЧУ?,ТРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
,10,"КАКО СЕ НАЗИВА ТРИАТЛОН КОЈИ ОБУХВАТ/ 3,8 КМ ПЛИВАЊА, 180 КМ ВОЖЊЕ БИЦИКЛА ЦЕО МАРАТОН?",АЈРОНМЕН ТРИАТЛОН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.14 Slagalica.mp4
2019.05.15 Slagalica.mp4,,,,
,1,"ЕРИ ЛЕСКИ ПЕСНИК ЛОРД БАЈРОН УМРО ЈЕ 1824. ГОДИНЕ ТОКОМ БОРБЕ ЗА НЕЗАВИСНОСТ СРБИЈЕ, ГРЧКЕ ИЛИ РУМУНИЈЕ?",ГРЧКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,2,КОЈЕ ЈЕ БОЈЕ ЗВЕЗДА НА ЗАСТАВИ ВИЈЕТНАМА?,ЖУТЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,3,СОЛИКО ПАРАЛЕЛНИХ ЛИНИЈА ЧИНИ НОТНУ СИСТЕМ?,ПЕТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,4,КОМ ЦАРУ ЈЕ ЧЕСТО ПРИПИСИВАНА КРИВИЦА ЗА ВЕЛИКИ ПОЖАР У РИМУ 64. ГОДИНЕ Н.Е?,НЕРОНУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,5,"КОЈИ ДВОЦИФРЕНИ БРОЈ ЈЕ НОСИО ЊУЈОРШКИ „СТУДИО“, ЈЕДАН ОД НАЈПОЗНАТИЈИХ НОЋНИХ КЛУБОВА ДИСКС ЕРЕ?",(СТУДИО) 54,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,6,УТАЦ СЕРГЕЈ ЈЕ АУТОР ТЕКСТА РУСКЕ ХИМНЕ А СИН НИКИТА ДОБИТНИК ОСКАРА ЗА ФИЛМ „»ВАРЉИВО СУНЦЕ“. КАКО СЕ ПРЕЗИВАЈУ?,МИХАЛКОВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,7,"КАКО СЕ ЗВАО СРПСКИ ВОЈНИ ИЗВИЂАЧ, НАДИМКА „ОКО СОКОЛОВО“, С ЧУВЕНЕ ФОТОГРАФИЈЕ ИЗ ! СВЕТСКОГ РАТА?",ДРАГУТИН МАТИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,8,КОЈЕ ЖЕНСКО ИМЕ ЈЕ НОСИЛА МУЗА ФРАНЧЕСКА ПЕТРАРКЕ КОЈОЈ ЈЕ ОВАЈ ПЕСНИК ПОСВЕТИО ЗБИРКУ „КАНЦОНИЈЕР“.?,ЛАУРА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,9,КАКО СЕ НА СЛОВО „К“ НАЗИВАЈУ УКРАСНИ ПОРУБИ ИЛИ НАШИВЕНЕ НАБРАНЕ ТРАКЕ HA ОДЕЋИ?,КАРНЕРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
,10,У КОЈОЈ ДРЖАВИЋЕ СЕ ОВЕ ГОДИНЕ ОДРЖАТИ 18. СВЕТСКО ПРВЕНСТВО У МУШКОЈ КОШАРЦИ?,У КИНИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.15 Slagalica.mp4
2019.05.16 Slagalica.mp4,,,,
,1,ГВАЈАКИЛ ЈЕ НАЈВЕЋИ ГРАД И ГЛАВНА ЛУКА КОЈЕ ЈУЖНОАМЕРИЧКЕ ДРЖАВЕ?,ЕКВАДОРА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,2,"ИЗ КОЈЕ ЗЕМЉЕ СУ БИЛИ УМЕТНИЦИ ПИТ МОНДРИЈАН И ТЕО ВАН ДУСБУРГ, ОСНИВАЧИ ПОКРЕТА ДЕ СТАЈЛ?",ИЗ ХОЛАНДИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,3,КОЈА СРПСКА ПЕВАЧИЦА ПРАВОСЛАВНЕ ДУХОВНЕ МУЗИКЕ ЈЕ ДИРИГЕНТ И РУКОВОДИЛАЦ ХОРА И СТУДИЈА „МЕЛОДИ“?,ДИВНА ЉУБОЈЕВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,4,КОЈЕ СУ БОЈЕ ЗВЕЗДА И ПОЛУМЕСЕЦ НА ЗАСТАВИ ТУНИСА?,ЦРВЕНЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,5,КОЈИ ФИКТИВНИ ДЕТЕКТИВ ЖИВИ У КУЋИ С БРОЈЕМ 2215 ЛОНДОНСКЕ УЛИЦЕ БЕЈКЕР?,ШЕРЛОК ХОЛМС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,6,КАКО СЕ ЗОВЕ ГРАНА ФИЛОЗОФИЈЕ КОЈА ПРОУЧАВА МОРАЛ?,ЕТИКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,7,СОЈИ ФИЛМ ГОРАНА ПАСКАЉЕВИЋА ИЗ 1980 ГОДИНЕ ИМА ПОДНАСЛОВ „ШТА ЈЕ ТО У ЂУДСКОМ БИЋУ ШТО ГА ВОДИ ПРЕМА ПИЋУ“?,ПОСЕБАН ТРЕТМАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,8,"РОЂЕНА У ПРАГУ КАО МАРИ ЈАНА КОРБЕЛОВА, КО ЈЕ ПРВА ЖЕНА КОЈА ЈЕ ПОСТАЛА ДРЖАВНИ СЕКРЕТАР САД?",МЕДЛИН ОЛБРАЈТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,9,"СИР ЕМЕНТАЛЕР ИЗВОРНО ПОТИЧЕ ИЗ ХОЛАНДИЈЕ, ШВАЈЦАРСКЕ ИЛИ НЕМАЧКЕ?",ИЗ ШВАЈЦАРСКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
,10,КАКО СЕ ЗВАО ПРОСЛАВЉЕНИ ТРЕНЕР ЧИЈЕ ИМЕ НОСИ ЖЕНСКИ КОШАРКАШКИ КУП СРБИЈЕ?,МИЛАН ЦИГА ВАСОЈЕВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.16 Slagalica.mp4
2019.05.17 Slagalica.mp4,,,,
,1,КО ЈЕ 1933. ГОДИНЕ ПОСТАО ПРВИ ПИСАЦ РОЂЕН У РУСИЈИ НАГРАЂЕН НОБЕЛОВОМ НАГРАДОМ ЗА КЊИЖЕВНОСТ?,ИВАН БУЊИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,2,КОЈЕ ГЕОМЕТРИЈСКО ТЕЛО СЕ ЈОШ НАЗИВА КОНУС?,КУПА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,3,"„НОЋНЕ ПТИЦЕ“ ЕДВАРДА ХОПЕРА ИЗ 1942. ГОДИНЕ СУ СЛАВНА СЛИКА, КЊИГА ИЛИ ОПЕРА?",СЛИКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,4,КАКО СЕ ЗОВЕ ГЛАВНИ И НАЈВЕЋИ ГРАД СЕВЕРНЕ ИРСКЕ?,БЕЛФАСТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,5,"КОЈА РЕЧ ЈЕ УЈЕДНО ИМЕ ПЕСМЕ РАДИШЕ ЛАРКОВИЋА ЧИЈИ РЕФРЕН ПОЧИЊЕ РЕЧИМА „ЛЕПА ЈЕ КО САН, ИМЕ ЈОЈ НЕ ЗНАМ“?",НЕЗНАНКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,6,КОЈИ НЕМАЧКИ ПРОИЗВОЂАЧ АУТОМОБИЛА СЕ У ПРЕВОДУ С НЕМАЧКОГ ЗОВЕ „НАРОДНА КОЛА?,ФОЛКСВАГЕН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,7,"ПОД КОЈИМ АКРОНИМОМ ЈЕ ПОЗНАТ ЕКОНОМСКИ САВЕЗ БРАЗИЛА, РУСИЈЕ, ИНДИЈЕ, КИНЕ И ЈУЖНЕ АФРИКЕ?",БРИКС (BRICS),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
,8,"КО ЈЕ АУТОР ПРИПОВЕТКЕ „ПРЕОБРАЖАЈ“, ЧИЈИ СЕ ГЛАВНИ ЈУНАК ГРЕГОР САМСА ПРЕТВАРА У ЏИНОВСКУ БУБУ?",ФРАНЦ КАФКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.05.17 Slagalica.mp4
